Periodo,Entidad_Federativa,Sexo,Grupo_edad,Condicion_informalidad,Numero_personas
20200301,Durango,Hombre,45 A 64 AÑOS,Formal,80356
20210301,Durango,Hombre,45 A 64 AÑOS,Formal,71560
20210601,Durango,Hombre,45 A 64 AÑOS,Formal,74536
20200301,Durango,Hombre,45 A 64 AÑOS,Informal,71470
20210301,Durango,Hombre,45 A 64 AÑOS,Informal,62763
20210601,Durango,Hombre,45 A 64 AÑOS,Informal,67311
20200301,Durango,Hombre,65 AÑOS Y MAS,Formal,6331
20210301,Durango,Hombre,65 AÑOS Y MAS,Formal,8042
20210601,Durango,Hombre,65 AÑOS Y MAS,Formal,8088
20200301,Durango,Hombre,65 AÑOS Y MAS,Informal,22484
20210301,Durango,Hombre,65 AÑOS Y MAS,Informal,25585
20210601,Durango,Hombre,65 AÑOS Y MAS,Informal,22835
20200301,Durango,Hombre,NO ESPECIFICADO,Formal,370
20200301,Durango,Hombre,NO ESPECIFICADO,Informal,397
20210301,Durango,Hombre,NO ESPECIFICADO,Informal,211
20210601,Durango,Hombre,NO ESPECIFICADO,Informal,217
20200301,Durango,Mujer,15 A 24 AÑOS,Formal,18478
20210301,Durango,Mujer,15 A 24 AÑOS,Formal,14990
20210601,Durango,Mujer,15 A 24 AÑOS,Formal,16718
20200301,Durango,Mujer,15 A 24 AÑOS,Informal,28967
20210301,Durango,Mujer,15 A 24 AÑOS,Informal,30330
20210601,Durango,Mujer,15 A 24 AÑOS,Informal,31727
20200301,Durango,Mujer,25 A 44 AÑOS,Formal,76395
20210301,Durango,Mujer,25 A 44 AÑOS,Formal,76857
20210601,Durango,Mujer,25 A 44 AÑOS,Formal,77524
20200301,Durango,Mujer,25 A 44 AÑOS,Informal,61886
20210301,Durango,Mujer,25 A 44 AÑOS,Informal,71817
20210601,Durango,Mujer,25 A 44 AÑOS,Informal,75414
20200301,Durango,Mujer,45 A 64 AÑOS,Formal,39980
20210301,Durango,Mujer,45 A 64 AÑOS,Formal,38927
20210601,Durango,Mujer,45 A 64 AÑOS,Formal,39305
20200301,Durango,Mujer,45 A 64 AÑOS,Informal,53290
20210301,Durango,Mujer,45 A 64 AÑOS,Informal,51227
20210601,Durango,Mujer,45 A 64 AÑOS,Informal,57279
20200301,Durango,Mujer,65 AÑOS Y MAS,Formal,2344
20210301,Durango,Mujer,65 AÑOS Y MAS,Formal,2594
20210601,Durango,Mujer,65 AÑOS Y MAS,Formal,3112
20200301,Durango,Mujer,65 AÑOS Y MAS,Informal,8690
20210301,Durango,Mujer,65 AÑOS Y MAS,Informal,8374
20210601,Durango,Mujer,65 AÑOS Y MAS,Informal,8211
20200301,Durango,Mujer,NO ESPECIFICADO,Formal,85
20210301,Durango,Mujer,NO ESPECIFICADO,Formal,90
20210601,Durango,Mujer,NO ESPECIFICADO,Formal,121
20210301,Durango,Mujer,NO ESPECIFICADO,Informal,472
20210601,Durango,Mujer,NO ESPECIFICADO,Informal,448
20200301,Estado de México,Hombre,15 A 24 AÑOS,Formal,197249
20210301,Estado de México,Hombre,15 A 24 AÑOS,Formal,200553
20200301,Estado de México,Hombre,15 A 24 AÑOS,Informal,447703
20210301,Estado de México,Hombre,15 A 24 AÑOS,Informal,407593
20200301,Estado de México,Hombre,25 A 44 AÑOS,Formal,974091
20210301,Estado de México,Hombre,25 A 44 AÑOS,Formal,958538
20200301,Estado de México,Hombre,25 A 44 AÑOS,Informal,1071787
20210301,Estado de México,Hombre,25 A 44 AÑOS,Informal,1036308
20200301,Estado de México,Hombre,45 A 64 AÑOS,Formal,625110
20210301,Estado de México,Hombre,45 A 64 AÑOS,Formal,721853
20200301,Estado de México,Hombre,45 A 64 AÑOS,Informal,867503
20210301,Estado de México,Hombre,45 A 64 AÑOS,Informal,781958
20200301,Estado de México,Hombre,65 AÑOS Y MAS,Formal,47253
20210301,Estado de México,Hombre,65 AÑOS Y MAS,Formal,45956
20200301,Estado de México,Hombre,65 AÑOS Y MAS,Informal,171421
20210301,Estado de México,Hombre,65 AÑOS Y MAS,Informal,135864
20200301,Estado de México,Mujer,15 A 24 AÑOS,Formal,109565
20210301,Estado de México,Mujer,15 A 24 AÑOS,Formal,99935
20200301,Estado de México,Mujer,15 A 24 AÑOS,Informal,269904
20210301,Estado de México,Mujer,15 A 24 AÑOS,Informal,207425
20200301,Estado de México,Mujer,25 A 44 AÑOS,Formal,681277
20210301,Estado de México,Mujer,25 A 44 AÑOS,Formal,645264
20200301,Estado de México,Mujer,25 A 44 AÑOS,Informal,755969
20210301,Estado de México,Mujer,25 A 44 AÑOS,Informal,625408
20200301,Estado de México,Mujer,45 A 64 AÑOS,Formal,345560
20210301,Estado de México,Mujer,45 A 64 AÑOS,Formal,337939
20200301,Estado de México,Mujer,45 A 64 AÑOS,Informal,550018
20210301,Estado de México,Mujer,45 A 64 AÑOS,Informal,488110
20200301,Estado de México,Mujer,65 AÑOS Y MAS,Formal,15582
20210301,Estado de México,Mujer,65 AÑOS Y MAS,Formal,10687
20200301,Estado de México,Mujer,65 AÑOS Y MAS,Informal,106188
20210301,Estado de México,Mujer,65 AÑOS Y MAS,Informal,80891
20210601,Estado de México_Preliminar,Hombre,15 A 24 AÑOS,Formal,164497
20210601,Estado de México_Preliminar,Hombre,15 A 24 AÑOS,Informal,470721
20210601,Estado de México_Preliminar,Hombre,25 A 44 AÑOS,Formal,1046995
20210601,Estado de México_Preliminar,Hombre,25 A 44 AÑOS,Informal,997072
20210601,Estado de México_Preliminar,Hombre,45 A 64 AÑOS,Formal,652229
20210601,Estado de México_Preliminar,Hombre,45 A 64 AÑOS,Informal,830144
20210601,Estado de México_Preliminar,Hombre,65 AÑOS Y MAS,Formal,62168
20210601,Estado de México_Preliminar,Hombre,65 AÑOS Y MAS,Informal,184150
20210601,Estado de México_Preliminar,Mujer,15 A 24 AÑOS,Formal,109927
20210601,Estado de México_Preliminar,Mujer,15 A 24 AÑOS,Informal,241456
20210601,Estado de México_Preliminar,Mujer,25 A 44 AÑOS,Formal,669795
20210601,Estado de México_Preliminar,Mujer,25 A 44 AÑOS,Informal,700424
20210601,Estado de México_Preliminar,Mujer,45 A 64 AÑOS,Formal,392931
20210601,Estado de México_Preliminar,Mujer,45 A 64 AÑOS,Informal,624799
20210601,Estado de México_Preliminar,Mujer,65 AÑOS Y MAS,Formal,23716
20210601,Estado de México_Preliminar,Mujer,65 AÑOS Y MAS,Informal,105856
20200301,Guanajuato,Hombre,15 A 24 AÑOS,Formal,114566
20210301,Guanajuato,Hombre,15 A 24 AÑOS,Formal,88593
20210601,Guanajuato,Hombre,15 A 24 AÑOS,Formal,92642
20200301,Guanajuato,Hombre,15 A 24 AÑOS,Informal,172549
20210301,Guanajuato,Hombre,15 A 24 AÑOS,Informal,232981
20210601,Guanajuato,Hombre,15 A 24 AÑOS,Informal,237145
20200301,Guanajuato,Hombre,25 A 44 AÑOS,Formal,401111
20210301,Guanajuato,Hombre,25 A 44 AÑOS,Formal,379335
20210601,Guanajuato,Hombre,25 A 44 AÑOS,Formal,375652
20200301,Guanajuato,Hombre,25 A 44 AÑOS,Informal,332862
20210301,Guanajuato,Hombre,25 A 44 AÑOS,Informal,322253
20210601,Guanajuato,Hombre,25 A 44 AÑOS,Informal,320199
20200301,Guanajuato,Hombre,45 A 64 AÑOS,Formal,195727
20210301,Guanajuato,Hombre,45 A 64 AÑOS,Formal,204437
20210601,Guanajuato,Hombre,45 A 64 AÑOS,Formal,215852
20200301,Guanajuato,Hombre,45 A 64 AÑOS,Informal,233556
20210301,Guanajuato,Hombre,45 A 64 AÑOS,Informal,239866
20210601,Guanajuato,Hombre,45 A 64 AÑOS,Informal,263433
20200301,Guanajuato,Hombre,65 AÑOS Y MAS,Formal,20389
20210301,Guanajuato,Hombre,65 AÑOS Y MAS,Formal,18474
20210601,Guanajuato,Hombre,65 AÑOS Y MAS,Formal,20826
20200301,Guanajuato,Hombre,65 AÑOS Y MAS,Informal,59129
20210301,Guanajuato,Hombre,65 AÑOS Y MAS,Informal,55704
20210601,Guanajuato,Hombre,65 AÑOS Y MAS,Informal,43753
20210301,Guanajuato,Hombre,NO ESPECIFICADO,Formal,131
20210601,Guanajuato,Hombre,NO ESPECIFICADO,Formal,256
20200301,Guanajuato,Hombre,NO ESPECIFICADO,Informal,645
20210301,Guanajuato,Hombre,NO ESPECIFICADO,Informal,131
20200301,Guanajuato,Mujer,15 A 24 AÑOS,Formal,87999
20210301,Guanajuato,Mujer,15 A 24 AÑOS,Formal,74221
20210601,Guanajuato,Mujer,15 A 24 AÑOS,Formal,88559
20200301,Guanajuato,Mujer,15 A 24 AÑOS,Informal,117756
20210301,Guanajuato,Mujer,15 A 24 AÑOS,Informal,98669
20210601,Guanajuato,Mujer,15 A 24 AÑOS,Informal,110386
20200301,Guanajuato,Mujer,25 A 44 AÑOS,Formal,274686
20210301,Guanajuato,Mujer,25 A 44 AÑOS,Formal,254453
20210601,Guanajuato,Mujer,25 A 44 AÑOS,Formal,275297
20200301,Guanajuato,Mujer,25 A 44 AÑOS,Informal,251861
20210301,Guanajuato,Mujer,25 A 44 AÑOS,Informal,243283
20210601,Guanajuato,Mujer,25 A 44 AÑOS,Informal,258970
20200301,Guanajuato,Mujer,45 A 64 AÑOS,Formal,100839
20210301,Guanajuato,Mujer,45 A 64 AÑOS,Formal,110593
20210601,Guanajuato,Mujer,45 A 64 AÑOS,Formal,103532
20200301,Guanajuato,Mujer,45 A 64 AÑOS,Informal,190779
20210301,Guanajuato,Mujer,45 A 64 AÑOS,Informal,176816
20210601,Guanajuato,Mujer,45 A 64 AÑOS,Informal,202796
20200301,Guanajuato,Mujer,65 AÑOS Y MAS,Formal,10974
20210301,Guanajuato,Mujer,65 AÑOS Y MAS,Formal,3108
20210601,Guanajuato,Mujer,65 AÑOS Y MAS,Formal,4516
20200301,Guanajuato,Mujer,65 AÑOS Y MAS,Informal,28348
20210301,Guanajuato,Mujer,65 AÑOS Y MAS,Informal,21699
20210601,Guanajuato,Mujer,65 AÑOS Y MAS,Informal,28054
20210301,Guanajuato,Mujer,NO ESPECIFICADO,Formal,875
20200301,Guanajuato,Mujer,NO ESPECIFICADO,Informal,269
20210601,Guanajuato,Mujer,NO ESPECIFICADO,Informal,1562
20200301,Guerrero,Hombre,15 A 24 AÑOS,Formal,20212
20210301,Guerrero,Hombre,15 A 24 AÑOS,Formal,18357
20210601,Guerrero,Hombre,15 A 24 AÑOS,Formal,16718
20200301,Guerrero,Hombre,15 A 24 AÑOS,Informal,153705
20210301,Guerrero,Hombre,15 A 24 AÑOS,Informal,155780
20210601,Guerrero,Hombre,15 A 24 AÑOS,Informal,151569
20200301,Guerrero,Hombre,25 A 44 AÑOS,Formal,107325
20210301,Guerrero,Hombre,25 A 44 AÑOS,Formal,98435
20210601,Guerrero,Hombre,25 A 44 AÑOS,Formal,106634
20200301,Guerrero,Hombre,25 A 44 AÑOS,Informal,285767
20210301,Guerrero,Hombre,25 A 44 AÑOS,Informal,265923
20210601,Guerrero,Hombre,25 A 44 AÑOS,Informal,272326
20200301,Guerrero,Hombre,45 A 64 AÑOS,Formal,63727
20210301,Guerrero,Hombre,45 A 64 AÑOS,Formal,64146
20210601,Guerrero,Hombre,45 A 64 AÑOS,Formal,66353
20200301,Guerrero,Hombre,45 A 64 AÑOS,Informal,174537
20210301,Guerrero,Hombre,45 A 64 AÑOS,Informal,179464
20210601,Guerrero,Hombre,45 A 64 AÑOS,Informal,217357
20200301,Guerrero,Hombre,65 AÑOS Y MAS,Formal,12943
20210301,Guerrero,Hombre,65 AÑOS Y MAS,Formal,12452
20210601,Guerrero,Hombre,65 AÑOS Y MAS,Formal,15872
20200301,Guerrero,Hombre,65 AÑOS Y MAS,Informal,73920
20210301,Guerrero,Hombre,65 AÑOS Y MAS,Informal,47094
20210601,Guerrero,Hombre,65 AÑOS Y MAS,Informal,53496
20210301,Guerrero,Hombre,NO ESPECIFICADO,Formal,132
20210601,Guerrero,Hombre,NO ESPECIFICADO,Informal,124
20200301,Guerrero,Mujer,15 A 24 AÑOS,Formal,11471
20210301,Guerrero,Mujer,15 A 24 AÑOS,Formal,10403
20210601,Guerrero,Mujer,15 A 24 AÑOS,Formal,9158
20200301,Guerrero,Mujer,15 A 24 AÑOS,Informal,77838
20210301,Guerrero,Mujer,15 A 24 AÑOS,Informal,73203
20210601,Guerrero,Mujer,15 A 24 AÑOS,Informal,95582
20200301,Guerrero,Mujer,25 A 44 AÑOS,Formal,69414
20210301,Guerrero,Mujer,25 A 44 AÑOS,Formal,80657
20210601,Guerrero,Mujer,25 A 44 AÑOS,Formal,85677
20200301,Guerrero,Mujer,25 A 44 AÑOS,Informal,213998
20210301,Guerrero,Mujer,25 A 44 AÑOS,Informal,184261
20210601,Guerrero,Mujer,25 A 44 AÑOS,Informal,173132
20200301,Guerrero,Mujer,45 A 64 AÑOS,Formal,47119
20210301,Guerrero,Mujer,45 A 64 AÑOS,Formal,43759
20210601,Guerrero,Mujer,45 A 64 AÑOS,Formal,65589
20200301,Guerrero,Mujer,45 A 64 AÑOS,Informal,142041
20210301,Guerrero,Mujer,45 A 64 AÑOS,Informal,127694
20210601,Guerrero,Mujer,45 A 64 AÑOS,Informal,146147
20200301,Guerrero,Mujer,65 AÑOS Y MAS,Formal,3120
20210301,Guerrero,Mujer,65 AÑOS Y MAS,Formal,4194
20210601,Guerrero,Mujer,65 AÑOS Y MAS,Formal,3167
20200301,Guerrero,Mujer,65 AÑOS Y MAS,Informal,35392
20210301,Guerrero,Mujer,65 AÑOS Y MAS,Informal,25916
20210601,Guerrero,Mujer,65 AÑOS Y MAS,Informal,28984
20200301,Aguascalientes,Hombre,15 A 24 AÑOS,Formal,32180
20210301,Aguascalientes,Hombre,15 A 24 AÑOS,Formal,33347
20210601,Aguascalientes,Hombre,15 A 24 AÑOS,Formal,32271
20200301,Aguascalientes,Hombre,15 A 24 AÑOS,Informal,39956
20210301,Aguascalientes,Hombre,15 A 24 AÑOS,Informal,34904
20210601,Aguascalientes,Hombre,15 A 24 AÑOS,Informal,32728
20200301,Aguascalientes,Hombre,25 A 44 AÑOS,Formal,118357
20210301,Aguascalientes,Hombre,25 A 44 AÑOS,Formal,109696
20210601,Aguascalientes,Hombre,25 A 44 AÑOS,Formal,115904
20200301,Aguascalientes,Hombre,25 A 44 AÑOS,Informal,53350
20210301,Aguascalientes,Hombre,25 A 44 AÑOS,Informal,57618
20210601,Aguascalientes,Hombre,25 A 44 AÑOS,Informal,57471
20200301,Aguascalientes,Hombre,45 A 64 AÑOS,Formal,64727
20210301,Aguascalientes,Hombre,45 A 64 AÑOS,Formal,67479
20210601,Aguascalientes,Hombre,45 A 64 AÑOS,Formal,66350
20200301,Aguascalientes,Hombre,45 A 64 AÑOS,Informal,44841
20210301,Aguascalientes,Hombre,45 A 64 AÑOS,Informal,41536
20210601,Aguascalientes,Hombre,45 A 64 AÑOS,Informal,43371
20200301,Aguascalientes,Hombre,65 AÑOS Y MAS,Formal,6041
20210301,Aguascalientes,Hombre,65 AÑOS Y MAS,Formal,5642
20210601,Aguascalientes,Hombre,65 AÑOS Y MAS,Formal,5431
20200301,Aguascalientes,Hombre,65 AÑOS Y MAS,Informal,10808
20210301,Aguascalientes,Hombre,65 AÑOS Y MAS,Informal,10531
20210601,Aguascalientes,Hombre,65 AÑOS Y MAS,Informal,8242
20200301,Aguascalientes,Hombre,NO ESPECIFICADO,Formal,96
20200301,Aguascalientes,Hombre,NO ESPECIFICADO,Informal,134
20210301,Aguascalientes,Hombre,NO ESPECIFICADO,Informal,104
20200301,Aguascalientes,Mujer,15 A 24 AÑOS,Formal,22175
20210301,Aguascalientes,Mujer,15 A 24 AÑOS,Formal,20016
20210601,Aguascalientes,Mujer,15 A 24 AÑOS,Formal,21694
20200301,Aguascalientes,Mujer,15 A 24 AÑOS,Informal,21640
20210301,Aguascalientes,Mujer,15 A 24 AÑOS,Informal,16592
20210601,Aguascalientes,Mujer,15 A 24 AÑOS,Informal,19272
20200301,Aguascalientes,Mujer,25 A 44 AÑOS,Formal,76679
20210301,Aguascalientes,Mujer,25 A 44 AÑOS,Formal,78222
20210601,Aguascalientes,Mujer,25 A 44 AÑOS,Formal,76339
20200301,Aguascalientes,Mujer,25 A 44 AÑOS,Informal,44073
20210301,Aguascalientes,Mujer,25 A 44 AÑOS,Informal,40618
20210601,Aguascalientes,Mujer,25 A 44 AÑOS,Informal,42314
20200301,Aguascalientes,Mujer,45 A 64 AÑOS,Formal,38999
20210301,Aguascalientes,Mujer,45 A 64 AÑOS,Formal,49069
20210601,Aguascalientes,Mujer,45 A 64 AÑOS,Formal,45748
20200301,Aguascalientes,Mujer,45 A 64 AÑOS,Informal,30892
20210301,Aguascalientes,Mujer,45 A 64 AÑOS,Informal,25486
20210601,Aguascalientes,Mujer,45 A 64 AÑOS,Informal,31881
20200301,Aguascalientes,Mujer,65 AÑOS Y MAS,Formal,1458
20210301,Aguascalientes,Mujer,65 AÑOS Y MAS,Formal,1873
20210601,Aguascalientes,Mujer,65 AÑOS Y MAS,Formal,2399
20200301,Aguascalientes,Mujer,65 AÑOS Y MAS,Informal,4549
20210301,Aguascalientes,Mujer,65 AÑOS Y MAS,Informal,3159
20210601,Aguascalientes,Mujer,65 AÑOS Y MAS,Informal,5630
20210601,Aguascalientes,Mujer,NO ESPECIFICADO,Formal,152
20210601,Aguascalientes,Mujer,NO ESPECIFICADO,Informal,204
20200301,Baja California,Hombre,15 A 24 AÑOS,Formal,96726
20210301,Baja California,Hombre,15 A 24 AÑOS,Formal,78932
20210601,Baja California,Hombre,15 A 24 AÑOS,Formal,88120
20200301,Baja California,Hombre,15 A 24 AÑOS,Informal,69006
20210301,Baja California,Hombre,15 A 24 AÑOS,Informal,56573
20210601,Baja California,Hombre,15 A 24 AÑOS,Informal,92656
20200301,Baja California,Hombre,25 A 44 AÑOS,Formal,327266
20210301,Baja California,Hombre,25 A 44 AÑOS,Formal,349644
20210601,Baja California,Hombre,25 A 44 AÑOS,Formal,317648
20200301,Baja California,Hombre,25 A 44 AÑOS,Informal,169570
20210301,Baja California,Hombre,25 A 44 AÑOS,Informal,158432
20210601,Baja California,Hombre,25 A 44 AÑOS,Informal,173259
20200301,Baja California,Hombre,45 A 64 AÑOS,Formal,197029
20210301,Baja California,Hombre,45 A 64 AÑOS,Formal,204990
20210601,Baja California,Hombre,45 A 64 AÑOS,Formal,211280
20200301,Baja California,Hombre,45 A 64 AÑOS,Informal,144384
20210301,Baja California,Hombre,45 A 64 AÑOS,Informal,135857
20210601,Baja California,Hombre,45 A 64 AÑOS,Informal,151723
20210601,Guerrero,Mujer,NO ESPECIFICADO,Formal,194
20210301,Guerrero,Mujer,NO ESPECIFICADO,Informal,117
20210601,Guerrero,Mujer,NO ESPECIFICADO,Informal,180
20200301,Hidalgo,Hombre,15 A 24 AÑOS,Formal,16767
20210301,Hidalgo,Hombre,15 A 24 AÑOS,Formal,22383
20210601,Hidalgo,Hombre,15 A 24 AÑOS,Formal,20806
20200301,Hidalgo,Hombre,15 A 24 AÑOS,Informal,103345
20210301,Hidalgo,Hombre,15 A 24 AÑOS,Informal,97496
20210601,Hidalgo,Hombre,15 A 24 AÑOS,Informal,105533
20200301,Hidalgo,Hombre,25 A 44 AÑOS,Formal,111252
20210301,Hidalgo,Hombre,25 A 44 AÑOS,Formal,97253
20210601,Hidalgo,Hombre,25 A 44 AÑOS,Formal,95802
20200301,Hidalgo,Hombre,25 A 44 AÑOS,Informal,230741
20210301,Hidalgo,Hombre,25 A 44 AÑOS,Informal,207987
20210601,Hidalgo,Hombre,25 A 44 AÑOS,Informal,220892
20200301,Hidalgo,Hombre,45 A 64 AÑOS,Formal,77882
20210301,Hidalgo,Hombre,45 A 64 AÑOS,Formal,82600
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Formal,80943
20200301,Hidalgo,Hombre,45 A 64 AÑOS,Informal,187078
20210301,Hidalgo,Hombre,45 A 64 AÑOS,Informal,181113
20210601,Hidalgo,Hombre,45 A 64 AÑOS,Informal,204440
20200301,Hidalgo,Hombre,65 AÑOS Y MAS,Formal,6759
20210301,Hidalgo,Hombre,65 AÑOS Y MAS,Formal,17707
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,Formal,8849
20200301,Hidalgo,Hombre,65 AÑOS Y MAS,Informal,50755
20210301,Hidalgo,Hombre,65 AÑOS Y MAS,Informal,41372
20210601,Hidalgo,Hombre,65 AÑOS Y MAS,Informal,48703
20200301,Hidalgo,Mujer,15 A 24 AÑOS,Formal,10835
20210301,Hidalgo,Mujer,15 A 24 AÑOS,Formal,11724
20210601,Hidalgo,Mujer,15 A 24 AÑOS,Formal,9829
20200301,Hidalgo,Mujer,15 A 24 AÑOS,Informal,60668
20210301,Hidalgo,Mujer,15 A 24 AÑOS,Informal,55926
20210601,Hidalgo,Mujer,15 A 24 AÑOS,Informal,60944
20200301,Hidalgo,Mujer,25 A 44 AÑOS,Formal,81841
20210301,Hidalgo,Mujer,25 A 44 AÑOS,Formal,86193
20210601,Hidalgo,Mujer,25 A 44 AÑOS,Formal,79148
20200301,Hidalgo,Mujer,25 A 44 AÑOS,Informal,170369
20210301,Hidalgo,Mujer,25 A 44 AÑOS,Informal,150499
20210601,Hidalgo,Mujer,25 A 44 AÑOS,Informal,160002
20200301,Hidalgo,Mujer,45 A 64 AÑOS,Formal,39859
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Formal,40185
20210601,Hidalgo,Mujer,45 A 64 AÑOS,Formal,44919
20200301,Hidalgo,Mujer,45 A 64 AÑOS,Informal,135397
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Informal,109424
20210601,Hidalgo,Mujer,45 A 64 AÑOS,Informal,130104
20200301,Hidalgo,Mujer,65 AÑOS Y MAS,Formal,1469
20210301,Hidalgo,Mujer,65 AÑOS Y MAS,Formal,2571
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,Formal,2446
20200301,Hidalgo,Mujer,65 AÑOS Y MAS,Informal,25382
20210301,Hidalgo,Mujer,65 AÑOS Y MAS,Informal,24567
20210601,Hidalgo,Mujer,65 AÑOS Y MAS,Informal,23302
20200301,Jalisco,Hombre,15 A 24 AÑOS,Formal,153313
20210301,Jalisco,Hombre,15 A 24 AÑOS,Formal,143727
20210601,Jalisco,Hombre,15 A 24 AÑOS,Formal,151632
20200301,Jalisco,Hombre,15 A 24 AÑOS,Informal,274933
20210301,Jalisco,Hombre,15 A 24 AÑOS,Informal,267005
20210601,Jalisco,Hombre,15 A 24 AÑOS,Informal,262406
20200301,Jalisco,Hombre,25 A 44 AÑOS,Formal,623774
20210301,Jalisco,Hombre,25 A 44 AÑOS,Formal,601167
20210601,Jalisco,Hombre,25 A 44 AÑOS,Formal,621730
20200301,Jalisco,Hombre,25 A 44 AÑOS,Informal,428156
20210301,Jalisco,Hombre,25 A 44 AÑOS,Informal,457964
20210601,Jalisco,Hombre,25 A 44 AÑOS,Informal,445052
20200301,Jalisco,Hombre,45 A 64 AÑOS,Formal,369520
20210301,Jalisco,Hombre,45 A 64 AÑOS,Formal,359931
20210601,Jalisco,Hombre,45 A 64 AÑOS,Formal,379118
20200301,Jalisco,Hombre,45 A 64 AÑOS,Informal,291851
20210301,Jalisco,Hombre,45 A 64 AÑOS,Informal,312046
20210601,Jalisco,Hombre,45 A 64 AÑOS,Informal,317829
20200301,Jalisco,Hombre,65 AÑOS Y MAS,Formal,42785
20210301,Jalisco,Hombre,65 AÑOS Y MAS,Formal,41205
20210601,Jalisco,Hombre,65 AÑOS Y MAS,Formal,49675
20200301,Jalisco,Hombre,65 AÑOS Y MAS,Informal,83687
20210301,Jalisco,Hombre,65 AÑOS Y MAS,Informal,77478
20210601,Jalisco,Hombre,65 AÑOS Y MAS,Informal,83005
20200301,Jalisco,Hombre,NO ESPECIFICADO,Formal,1626
20210301,Jalisco,Hombre,NO ESPECIFICADO,Formal,2192
20210601,Jalisco,Hombre,NO ESPECIFICADO,Formal,1662
20200301,Jalisco,Hombre,NO ESPECIFICADO,Informal,5053
20210301,Jalisco,Hombre,NO ESPECIFICADO,Informal,3000
20210601,Jalisco,Hombre,NO ESPECIFICADO,Informal,1773
20200301,Jalisco,Mujer,15 A 24 AÑOS,Formal,96948
20210301,Jalisco,Mujer,15 A 24 AÑOS,Formal,101832
20210601,Jalisco,Mujer,15 A 24 AÑOS,Formal,98213
20200301,Jalisco,Mujer,15 A 24 AÑOS,Informal,162193
20210301,Jalisco,Mujer,15 A 24 AÑOS,Informal,140489
20210601,Jalisco,Mujer,15 A 24 AÑOS,Informal,150648
20200301,Jalisco,Mujer,25 A 44 AÑOS,Formal,411152
20210301,Jalisco,Mujer,25 A 44 AÑOS,Formal,442302
20210601,Jalisco,Mujer,25 A 44 AÑOS,Formal,447128
20200301,Jalisco,Mujer,25 A 44 AÑOS,Informal,350694
20210301,Jalisco,Mujer,25 A 44 AÑOS,Informal,324559
20210601,Jalisco,Mujer,25 A 44 AÑOS,Informal,313299
20200301,Jalisco,Mujer,45 A 64 AÑOS,Formal,203378
20210301,Jalisco,Mujer,45 A 64 AÑOS,Formal,210882
20210601,Jalisco,Mujer,45 A 64 AÑOS,Formal,234012
20200301,Jalisco,Mujer,45 A 64 AÑOS,Informal,221890
20210301,Jalisco,Mujer,45 A 64 AÑOS,Informal,205943
20210601,Jalisco,Mujer,45 A 64 AÑOS,Informal,218130
20200301,Jalisco,Mujer,65 AÑOS Y MAS,Formal,10399
20210301,Jalisco,Mujer,65 AÑOS Y MAS,Formal,10103
20210601,Jalisco,Mujer,65 AÑOS Y MAS,Formal,10902
20200301,Jalisco,Mujer,65 AÑOS Y MAS,Informal,50422
20210301,Jalisco,Mujer,65 AÑOS Y MAS,Informal,30093
20210601,Jalisco,Mujer,65 AÑOS Y MAS,Informal,36689
20200301,Jalisco,Mujer,NO ESPECIFICADO,Formal,1869
20210301,Jalisco,Mujer,NO ESPECIFICADO,Formal,2530
20210601,Jalisco,Mujer,NO ESPECIFICADO,Formal,1112
20200301,Jalisco,Mujer,NO ESPECIFICADO,Informal,2299
20210301,Jalisco,Mujer,NO ESPECIFICADO,Informal,1148
20210601,Jalisco,Mujer,NO ESPECIFICADO,Informal,685
20200301,Michoacán,Hombre,15 A 24 AÑOS,Formal,31810
20210301,Michoacán,Hombre,15 A 24 AÑOS,Formal,27299
20210601,Michoacán,Hombre,15 A 24 AÑOS,Formal,46270
20200301,Michoacán,Hombre,15 A 24 AÑOS,Informal,202676
20210301,Michoacán,Hombre,15 A 24 AÑOS,Informal,166239
20210601,Michoacán,Hombre,15 A 24 AÑOS,Informal,191047
20200301,Michoacán,Hombre,25 A 44 AÑOS,Formal,211842
